contract_multiplier,de_listed_date,exchange,listed_date,margin_rate,market_tplus,maturity_date,order_book_id,round_lot,symbol,trading_hours,type,underlying_order_book_id,underlying_symbol
1,2016-12-15,SHFE,2015-12-16,0.05,0,2016-12-15,SN1612,1,锡1612,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
1,2016-12-15,SHFE,2015-12-16,0.05,0,2016-12-15,NI1612,1,镍1612,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
10,2017-12-15,SHFE,2015-12-16,0.2,0,2017-12-15,BU1712,1,沥青1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
1000,2016-03-15,SHFE,2015-12-16,0.04,0,2016-03-15,AU1603,1,黄金1603,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
15,2016-12-15,SHFE,2015-12-16,0.04,0,2016-12-15,AG1612,1,白银1612,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2016-12-15,SHFE,2015-12-16,0.05,0,2016-12-15,RB1612,1,螺纹钢1612,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
5,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,CU1701,1,铜1701,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,AL1701,1,铝1701,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
5,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,ZN1701,1,锌1701,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
5,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,PB1701,1,铅1701,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
1,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,SN1701,1,锡1701,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
1,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,NI1701,1,镍1701,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
10,2016-07-15,SHFE,2016-01-18,0.04,0,2016-07-15,BU1607,1,石油沥青1607,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
1000,2017-02-15,SHFE,2016-01-18,0.04,0,2017-02-15,AU1702,1,黄金1702,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
10,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,RU1701,1,天然橡胶1701,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
15,2017-01-16,SHFE,2016-01-18,0.04,0,2017-01-16,AG1701,1,白银1701,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2017-01-16,SHFE,2016-01-18,0.05,0,2017-01-16,RB1701,1,螺纹钢1701,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
10,2017-01-16,SHFE,2016-01-18,0.07,0,2017-01-16,WR1701,1,线材1701,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2017-01-16,SHFE,2016-01-18,0.04,0,2017-01-16,HC1701,1,热轧卷板1701,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
50,2017-01-26,SHFE,2016-02-01,0.08,0,2017-01-26,FU1702,1,燃料油1702,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
5,2017-02-15,SHFE,2016-02-16,0.05,0,2017-02-15,AL1702,1,铝1702,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
5,2017-02-15,SHFE,2016-02-16,0.05,0,2017-02-15,CU1702,1,铜1702,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-02-15,SHFE,2016-02-16,0.05,0,2017-02-15,ZN1702,1,锌1702,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
5,2017-02-15,SHFE,2016-02-16,0.05,0,2017-02-15,PB1702,1,铅1702,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
1,2017-02-15,SHFE,2016-02-16,0.05,0,2017-02-15,NI1702,1,镍1702,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
1,2017-02-15,SHFE,2016-02-16,0.05,0,2017-02-15,SN1702,1,锡1702,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
1000,2016-05-16,SHFE,2016-02-16,0.04,0,2016-05-16,AU1605,1,黄金1605,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
10,2016-08-15,SHFE,2016-02-16,0.04,0,2016-08-15,BU1608,1,石油沥青1608,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
15,2017-02-15,SHFE,2016-02-16,0.04,0,2017-02-15,AG1702,1,白银1702,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2017-02-15,SHFE,2016-02-16,0.05,0,2017-02-15,RB1702,1,螺纹钢1702,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
10,2017-02-15,SHFE,2016-02-16,0.07,0,2017-02-15,WR1702,1,线材1702,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2017-02-15,SHFE,2016-02-16,0.04,0,2017-02-15,HC1702,1,热轧卷板1702,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
50,2017-02-28,SHFE,2016-03-01,0.08,0,2017-02-28,FU1703,1,燃料油1703,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
5,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,AL1703,1,铝1703,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
5,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,CU1703,1,铜1703,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,ZN1703,1,锌1703,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
5,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,PB1703,1,铅1703,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
1,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,SN1703,1,锡1703,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
1,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,NI1703,1,镍1703,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
10,2018-03-15,SHFE,2016-03-16,0.2,0,2018-03-15,BU1803,1,沥青1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
10,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,RU1703,1,天然橡胶1703,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
1000,2017-04-17,SHFE,2016-03-16,0.2,0,2017-04-17,AU1704,1,黄金1704,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
15,2017-03-15,SHFE,2016-03-16,0.04,0,2017-03-15,AG1703,1,白银1703,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2017-03-15,SHFE,2016-03-16,0.05,0,2017-03-15,RB1703,1,螺纹钢1703,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
10,2017-03-15,SHFE,2016-03-16,0.07,0,2017-03-15,WR1703,1,线材1703,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2017-03-15,SHFE,2016-03-16,0.04,0,2017-03-15,HC1703,1,热轧卷板1703,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
1000,2016-07-15,SHFE,2016-04-18,0.04,0,2016-07-15,AU1607,1,黄金1607,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
10,2017-04-17,SHFE,2016-04-18,0.2,0,2017-04-17,RB1704,1,螺纹钢1704,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
15,2017-04-17,SHFE,2016-04-18,0.2,0,2017-04-17,AG1704,1,白银1704,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2017-04-17,SHFE,2016-04-18,0.2,0,2017-04-17,WR1704,1,线材1704,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2017-04-17,SHFE,2016-04-18,0.2,0,2017-04-17,HC1704,1,热轧卷板1704,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
50,2017-05-31,SHFE,2016-06-01,0.2,0,2017-05-31,FU1706,1,燃料油1706,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
10,2017-07-17,SHFE,2016-07-18,0.2,0,2017-07-17,RU1707,1,天然橡胶1707,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
10,2017-07-17,SHFE,2016-07-18,0.2,0,2017-07-17,HC1707,1,热轧卷板1707,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
10,2017-07-17,SHFE,2016-07-18,0.2,0,2017-07-17,WR1707,1,线材1707,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2017-07-17,SHFE,2016-07-18,0.2,0,2017-07-17,RB1707,1,螺纹钢1707,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
15,2017-07-17,SHFE,2016-07-18,0.2,0,2017-07-17,AG1707,1,白银1707,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
1000,2017-08-15,SHFE,2016-07-18,0.2,0,2017-08-15,AU1708,1,黄金1708,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
10,2017-01-16,SHFE,2016-07-18,0.04,0,2017-01-16,BU1701,1,石油沥青1701,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
5,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,PB1708,1,铅1708,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
50,2017-07-31,SHFE,2016-08-01,0.2,0,2017-07-31,FU1708,1,燃料油1708,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
1,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,SN1708,1,锡1708,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
10,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,RU1708,1,天然橡胶1708,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
10,2017-02-15,SHFE,2016-08-16,0.04,0,2017-02-15,BU1702,1,石油沥青1702,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
1000,2016-11-15,SHFE,2016-08-16,0.04,0,2016-11-15,AU1611,1,黄金1611,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
15,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,AG1708,1,白银1708,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
50,2017-06-30,SHFE,2016-07-01,0.2,0,2017-06-30,FU1707,1,燃料油1707,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
10,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,RB1708,1,螺纹钢1708,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
50,2018-03-30,SHFE,2017-04-05,0.4,0,2018-03-30,FU1804,1,燃料油1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
10,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,WR1708,1,线材1708,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,HC1708,1,热轧卷板1708,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
1000,2017-07-17,SHFE,2017-04-18,0.2,0,2017-07-17,AU1707,1,黄金1707,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
1,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,NI1708,1,镍1708,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
5,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,AL1708,1,铝1708,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
5,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,CU1708,1,铜1708,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-08-15,SHFE,2016-08-16,0.2,0,2017-08-15,ZN1708,1,锌1708,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
10,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,RB1709,1,螺纹钢1709,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
15,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,AG1709,1,白银1709,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
5,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,CU1709,1,铜1709,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,AL1709,1,铝1709,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
50,2017-08-31,SHFE,2016-09-01,0.2,0,2017-08-31,FU1709,1,燃料油1709,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
10,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,HC1709,1,热轧卷板1709,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
5,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,ZN1709,1,锌1709,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
5,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,PB1709,1,铅1709,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
1,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,NI1709,1,镍1709,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
1,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,SN1709,1,锡1709,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
10,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,RU1709,1,天然橡胶1709,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
10,2018-09-17,SHFE,2016-09-20,0.2,0,2018-09-17,BU1809,1,沥青1809,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
1000,2017-10-16,SHFE,2016-09-20,0.2,0,2017-10-16,AU1710,1,黄金1710,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
50,2017-09-29,SHFE,2016-10-10,0.4,0,2017-09-29,FU1710,1,燃料油1710,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
10,2017-09-15,SHFE,2016-09-20,0.2,0,2017-09-15,WR1709,1,线材1709,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
5,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,CU1710,1,铜1710,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,ZN1710,1,锌1710,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
5,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,PB1710,1,铅1710,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
1,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,NI1710,1,镍1710,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
10,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,RU1710,1,天然橡胶1710,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
1,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,SN1710,1,锡1710,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
10,2017-04-17,SHFE,2016-10-18,0.2,0,2017-04-17,BU1704,1,沥青1704,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
1000,2017-01-16,SHFE,2016-10-18,0.04,0,2017-01-16,AU1701,1,黄金1701,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
10,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,RB1710,1,螺纹钢1710,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
15,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,AG1710,1,白银1710,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,WR1710,1,线材1710,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,HC1710,1,热轧卷板1710,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
5,2017-10-16,SHFE,2016-10-18,0.2,0,2017-10-16,AL1710,1,铝1710,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
50,2017-10-31,SHFE,2016-11-01,0.4,0,2017-10-31,FU1711,1,燃料油1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
5,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,AL1711,1,铝1711,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
5,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,CU1711,1,铜1711,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,ZN1711,1,锌1711,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
5,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,PB1711,1,铅1711,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
1,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,NI1711,1,镍1711,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
10,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,HC1711,1,热轧卷板1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
10,2017-05-15,SHFE,2016-11-16,0.2,0,2017-05-15,BU1705,1,沥青1705,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
10,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,RU1711,1,天然橡胶1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
1000,2017-12-15,SHFE,2016-11-16,0.2,0,2017-12-15,AU1712,1,黄金1712,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
15,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,AG1711,1,白银1711,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,RB1711,1,螺纹钢1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
10,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,WR1711,1,线材1711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
1,2017-11-15,SHFE,2016-11-16,0.2,0,2017-11-15,SN1711,1,锡1711,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
5,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,AL1712,1,铝1712,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
50,2017-11-30,SHFE,2016-12-01,0.4,0,2017-11-30,FU1712,1,燃料油1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
5,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,CU1712,1,铜1712,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,ZN1712,1,锌1712,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
1,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,NI1712,1,镍1712,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
5,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,PB1712,1,铅1712,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
10,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,HC1712,1,热轧卷板1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
1000,2017-03-15,SHFE,2016-12-16,0.04,0,2017-03-15,AU1703,1,黄金1703,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
10,2018-12-17,SHFE,2016-12-16,0.2,0,2018-12-17,BU1812,1,沥青1812,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
15,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,AG1712,1,白银1712,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,RB1712,1,螺纹钢1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
10,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,WR1712,1,线材1712,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
1,2017-12-15,SHFE,2016-12-16,0.2,0,2017-12-15,SN1712,1,锡1712,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
10,2018-04-16,SHFE,2017-04-18,0.2,0,2018-04-16,RB1804,1,螺纹钢1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
5,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,AL1801,1,铝1801,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
50,2017-12-29,SHFE,2017-01-03,0.4,0,2017-12-29,FU1801,1,燃料油1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FU
5,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,CU1801,1,铜1801,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
5,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,ZN1801,1,锌1801,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
5,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,PB1801,1,铅1801,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
1,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,NI1801,1,镍1801,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
10,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,HC1801,1,热轧卷板1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
1,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,SN1801,1,锡1801,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
10,2017-07-17,SHFE,2017-01-17,0.2,0,2017-07-17,BU1707,1,沥青1707,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
1000,2018-02-09,SHFE,2017-01-17,0.2,0,2018-02-09,AU1802,1,黄金1802,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
15,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,AG1801,1,白银1801,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
10,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,WR1801,1,线材1801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,RB1801,1,螺纹钢1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
5,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,PB1802,1,铅1802,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PB
10,2018-01-15,SHFE,2017-01-17,0.2,0,2018-01-15,RU1801,1,天然橡胶1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RU
1,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,NI1802,1,镍1802,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,NI
1,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,SN1802,1,锡1802,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SN
10,2017-08-15,SHFE,2017-02-16,0.2,0,2017-08-15,BU1708,1,沥青1708,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BU
5,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,ZN1802,1,锌1802,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZN
1000,2017-05-15,SHFE,2017-02-16,0.2,0,2017-05-15,AU1705,1,黄金1705,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AU
10,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,RB1802,1,螺纹钢1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RB
10,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,WR1802,1,线材1802,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WR
10,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,HC1802,1,热轧卷板1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,HC
5,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,AL1802,1,铝1802,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AL
5,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,CU1802,1,铜1802,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CU
15,2018-02-09,SHFE,2017-02-16,0.2,0,2018-02-09,AG1802,1,白银1802,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,AG
